image,page,label,color,xmin,ymin,xmax,ymax,text,id
placeholder_image_0.png,1,CUSTOM,"(0, 0, 0)",0.118039,0.187576,0.204314,0.201212,Sister City,42ac05a9bc21
placeholder_image_0.png,1,CUSTOM,"(0, 0, 0)",0.134902,0.211515,0.216078,0.224848,Sister City,88b26e32d35e
placeholder_image_0.png,1,CUSTOM,"(0, 0, 0)",0.118824,0.259697,0.250588,0.27303,"""sister city/sister",e3a05e0a1886
placeholder_image_0.png,1,CUSTOM,"(0, 0, 0)",0.17451,0.259697,0.303922,0.27303,"city/sister cities""",168d07af27c7
placeholder_image_0.png,1,CUSTOM,"(0, 0, 0)",0.414118,0.259697,0.491765,0.27303,Sister city,f50f40a495d1
placeholder_image_0.png,1,CUSTOM,"(0, 0, 0)",0.118431,0.300303,0.212941,0.310606,sister Cities,a5553c6c6a3c
placeholder_image_0.png,1,CUSTOM,"(0, 0, 0)",0.271765,0.332424,0.366275,0.34303,Sister Cities,3e225360ccb5
placeholder_image_0.png,1,CUSTOM,"(0, 0, 0)",0.313333,0.412121,0.40902,0.425455,"""Sister City""",fcd4e35b8e36
placeholder_image_0.png,1,CUSTOM,"(0, 0, 0)",0.603922,0.428485,0.698431,0.439091,Sister Cities,eefca21b4c2c
placeholder_image_0.png,1,CUSTOM,"(0, 0, 0)",0.175294,0.468485,0.269804,0.479091,Sister Cities,a154743dc4e9
placeholder_image_0.png,1,CUSTOM,"(0, 0, 0)",0.169804,0.492121,0.264314,0.502424,sister Cities,836a45943e91
placeholder_image_0.png,1,CUSTOM,"(0, 0, 0)",0.541569,0.492424,0.630196,0.502727,sister cities,a27add93742c
placeholder_image_0.png,1,CUSTOM,"(0, 0, 0)",0.718039,0.540909,0.811765,0.551515,Sister Cities,848afc360f27
placeholder_image_0.png,1,CUSTOM,"(0, 0, 0)",0.552549,0.57303,0.647059,0.583636,Sister Cities,225a9a66d97c
placeholder_image_0.png,1,CUSTOM,"(0, 0, 0)",0.455294,0.694545,0.544314,0.704848,sister cities,157f363e4fc7
placeholder_image_0.png,1,CUSTOM,"(0, 0, 0)",0.247059,0.726364,0.341569,0.73697,Sister Cities,724a5deb8486
placeholder_image_0.png,1,CUSTOM,"(0, 0, 0)",0.77451,0.742727,0.819216,0.753333,Sister,d9e12f566aaf
placeholder_image_0.png,1,CUSTOM,"(0, 0, 0)",0.169412,0.758788,0.212941,0.769394,Cities,a46f8fb62535
placeholder_image_0.png,1,CUSTOM,"(0, 0, 0)",0.177647,0.831515,0.263866,0.843636,sister cities,570ae04b31db
placeholder_image_0.png,1,CUSTOM,"(0, 0, 0)",0.539608,0.847273,0.633725,0.857879,Sister Cities,b027a8080189
placeholder_image_0.png,1,CUSTOM,"(0, 0, 0)",0.634902,0.863636,0.729412,0.873939,Sister Cities,749bceeb8aaa
placeholder_image_1.png,2,CUSTOM,"(0, 0, 0)",0.175686,0.149091,0.250588,0.162121,sister city,553e13444ffd
placeholder_image_1.png,2,CUSTOM,"(0, 0, 0)",0.422745,0.17303,0.498039,0.186061,sister city,90f9b7e60181
placeholder_image_1.png,2,CUSTOM,"(0, 0, 0)",0.707451,0.189091,0.780863,0.202121,sister city,a8ea9384da85
placeholder_image_1.png,2,CUSTOM,"(0, 0, 0)",0.79451,0.189091,0.839216,0.199394,Sister,478d2ad41577
